0.6471238732337952,0.5229777884950298,0.0,0.0,0.6530386805534363,0.5615307101210298,0.0,0.0,0.3644189083095363,0.3789516805875289,64,128,256,noperm,0.001,20,256,64,2,1,20,None,1
0.6471238732337952,0.5,0.0,0.0,0.6530386805534363,0.5,0.0,0.0,0.3528761061946903,0.3469613259668508,64,128,256,noperm,0.001,30,256,64,2,1,20,None,1
0.35287609696388245,0.5,0.3528761061946903,1.0,0.3469613194465637,0.5,0.3469613259668508,1.0,0.3528761061946903,0.3469613259668508,64,128,256,noperm,0.001,30,256,64,2,2,20,None,1
0.6471238732337952,0.5,0.0,0.0,0.6530386805534363,0.5,0.0,0.0,0.3528761061946903,0.3469613259668508,64,128,256,tcn_abnormlabs_baseline/permutation_1_1_label,0.001,30,256,64,2,2,20,None,2
0.35287609696388245,0.5,0.3528761061946903,1.0,0.3469613194465637,0.5,0.3469613259668508,1.0,0.3528761061946903,0.3469613259668508,64,128,256,tcn_abnormlabs_baseline/permutation_1_2_label,0.001,30,256,64,2,2,20,None,3
0.625,0.5831149693218658,0.44505494505494503,0.25391849529780564,0.6508287191390991,0.6269466627868129,0.49444444444444446,0.28343949044585987,0.4052579490730155,0.438287664987436,64,128,256,noperm,0.001,30,256,64,2,2,20,None,1
0.6382743120193481,0.6146879939983388,0.47674418604651164,0.25705329153605017,0.6342541575431824,0.6010055287917488,0.445859872611465,0.2229299363057325,0.4474143464607782,0.41138692258265197,64,128,256,tcn_abnormlabs_baseline/permutation_1_1_label,0.001,30,256,64,2,2,20,None,2
0.6061946749687195,0.6121908742598399,0.4389438943894389,0.4169278996865204,0.6320441961288452,0.6076228350954336,0.46619217081850534,0.4171974522292994,0.42952836410807926,0.42179365191482143,64,128,256,tcn_abnormlabs_baseline/permutation_1_2_label,0.001,30,256,64,2,2,20,None,3
0.5862832069396973,0.5581009029284891,0.36180904522613067,0.22570532915360503,0.6209944486618042,0.5755547652149546,0.4110429447852761,0.21337579617834396,0.38176112909065774,0.3951367908536576,64,128,256,noperm,0.001,30,256,64,2,2,20,None,1
0.6471238732337952,0.5026605578329716,0.0,0.0,0.6530386805534363,0.4981705411318397,0.0,0.0,0.3595947274319434,0.34941419270714474,64,128,256,noperm,0.001,30,256,64,2,2,20,None,1
0.7334070801734924,0.7597674356295047,0.7074468085106383,0.4169278996865204,0.7248618602752686,0.7544860810242814,0.6815642458100558,0.3885350318471338,0.6430712711204907,0.6522491916156093,64,128,256,noperm,0.001,30,256,64,2,2,20,None,1
0.642699122428894,0.6434316641213192,0.49295774647887325,0.438871473354232,0.6530386805534363,0.6677174604201018,0.5,0.45222929936305734,0.4689321278094536,0.48699866746106424,64,128,256,noperm,0.001,30,256,64,2,2,20,None,1
0.633849561214447,0.6156793398172709,0.4765625,0.3824451410658307,0.6143646240234375,0.609600482826258,0.4344569288389513,0.36942675159235666,0.44888228184555196,0.4259250576709157,64,128,256,tcn_abnormlabs_baseline/permutation_1_1_label,0.001,30,256,64,2,2,20,None,2
0.6548672318458557,0.6258768051871499,0.5222929936305732,0.25705329153605017,0.6353591084480286,0.6017761108776014,0.4473684210526316,0.21656050955414013,0.4733565330674192,0.4115795002209399,64,128,256,tcn_abnormlabs_baseline/permutation_1_2_label,0.001,30,256,64,2,2,20,None,3
0.6305309534072876,0.6046512874099081,0.42990654205607476,0.14420062695924765,0.6397790312767029,0.6386724433379676,0.44,0.14012738853503184,0.4483786057351085,0.4501465706165896,64,128,256,noperm,0.001,30,256,64,2,1,20,None,1
