0.0,0.759735283873215,0.632183908045977,0.5172413793103449,0.0,0.7474646232769677,0.6090534979423868,0.4713375796178344,0.6370006940405674,0.6201299259629247,256,256,256,noperm,0.001,100,256,256,5,None,1
0.0,0.75491787905581,0.6486486486486487,0.45141065830721006,0.0,0.7434392748984233,0.6238532110091743,0.43312101910828027,0.6213265717033528,0.6104792346993313,256,256,256,noperm,0.001,100,256,256,5,None,2
0.0,0.7599549875411945,0.6761904761904762,0.445141065830721,0.0,0.7524383803765613,0.6830601092896175,0.3980891719745223,0.6389121564583551,0.6475507748796486,256,256,256,noperm,0.001,100,256,256,5,None,3
0.0,0.7609088229777885,0.6597510373443983,0.49843260188087773,0.0,0.7468072035953313,0.6376146788990825,0.4426751592356688,0.6408321895422627,0.6205524949325592,256,256,256,noperm,0.001,100,256,256,5,None,4
0.0,0.7633255633255633,0.6536796536796536,0.47335423197492166,0.0,0.7512367034175046,0.6589861751152074,0.4554140127388535,0.6415966585904809,0.6427955757777083,256,256,256,noperm,0.001,100,256,256,5,None,5
0.0,0.7636899498968466,0.6463414634146342,0.49843260188087773,0.0,0.7565068382424263,0.6403508771929824,0.46496815286624205,0.6490874456382227,0.6411229391883416,256,256,256,noperm,0.001,100,256,256,5,None,6
0.0,0.7639257294429708,0.6463414634146342,0.49843260188087773,0.0,0.7530958000581978,0.6304347826086957,0.46178343949044587,0.6510562037906054,0.6364366926340788,256,256,256,noperm,0.001,100,256,256,5,None,7
0.0,0.7582348685796962,0.6547619047619048,0.5172413793103449,0.0,0.7522066668822142,0.6394849785407726,0.4745222929936306,0.6485905855242664,0.6374369957600863,256,256,256,noperm,0.001,100,256,256,5,None,8
0.0,0.7598424563941806,0.6431226765799256,0.542319749216301,0.0,0.7472975740136011,0.6039215686274509,0.49044585987261147,0.6385811457349366,0.6252742865611869,256,256,256,noperm,0.001,100,256,256,5,None,9
0.0,0.7616322374943064,0.6903553299492385,0.4263322884012539,0.0,0.7525730975244378,0.6612903225806451,0.39171974522292996,0.6361808194978923,0.6445707594566221,256,256,256,noperm,0.001,100,256,256,5,None,10
0.0,0.7705007636042118,0.6637168141592921,0.4702194357366771,0.0,0.7622296226842122,0.681592039800995,0.43630573248407645,0.6565617271258612,0.6597509542017734,256,64,256,noperm,0.001,100,256,256,5,None,1
0.0,0.7590868901213729,0.6554621848739496,0.4890282131661442,0.0,0.7416071216873054,0.6164383561643836,0.4299363057324841,0.6314093438072295,0.6176066414850978,256,128,256,noperm,0.001,100,256,256,5,None,2
0.0,0.7555877073118452,0.6267605633802817,0.5579937304075235,0.0,0.7437087091941759,0.585820895522388,0.5,0.6246304268866878,0.6208882850965879,256,64,128,noperm,0.001,100,128,256,5,None,3
0.0,0.756707660155936,0.6470588235294118,0.4827586206896552,0.0,0.7495823768415834,0.6484018264840182,0.45222929936305734,0.6338140032362263,0.6230877789177823,256,128,128,noperm,0.001,100,128,256,5,None,4
0.0,0.7697451973314042,0.6626506024096386,0.5172413793103449,0.0,0.7643419875629128,0.6265560165975104,0.48089171974522293,0.6453246758231871,0.6457722106450633,256,64,512,noperm,0.001,100,512,256,5,None,5
0.0,0.7746483401655815,0.6767241379310345,0.49216300940438873,0.0,0.7668585038852426,0.6606334841628959,0.46496815286624205,0.6678673647039411,0.666739084940423,256,128,512,noperm,0.001,100,512,256,5,None,6
0.0,0.7673391742357258,0.6382113821138211,0.49216300940438873,0.0,0.7567008309353681,0.6359649122807017,0.46178343949044587,0.6437913465571996,0.6465370137622799,256,64,256,noperm,0.001,100,256,256,5,None,7
0.0,0.765774455429628,0.6380597014925373,0.5360501567398119,0.0,0.7528371431342753,0.6126482213438735,0.49363057324840764,0.6455294154074301,0.6402505838668734,256,128,256,noperm,0.001,100,256,256,5,None,8
